CO_ITEM,TP_ESCOLA,TX_GABARITO,answer_distribution,correct_probability
89149,3,A,[0.49661607 0.08287437 0.18587816 0.09024167 0.14022963 0.00416011],0.49661606561912425
89554,1,D,[0.1846072  0.2763711  0.29987334 0.18015713 0.05527128 0.00371996],0.18015713041319323
89554,2,D,[0.19626183 0.25251292 0.31565615 0.17881163 0.05365122 0.00310626],0.17881162707333617
89554,3,D,[0.13165836 0.34626281 0.27990081 0.18828098 0.04944489 0.00445214],0.18828098182768319
89637,1,E,[0.21569242 0.32842844 0.21844347 0.13938486 0.09295585 0.00509496],0.09295585283436501
89637,2,E,[0.24866708 0.32606763 0.20310732 0.12906355 0.08885146 0.00424295],0.0888514580482156
89637,3,E,[0.21717123 0.35686291 0.20590511 0.13308776 0.08205465 0.00491836],0.08205464503271222
90130,1,B,[0.19895997 0.31714443 0.22507017 0.17366824 0.08151088 0.00364632],0.31714442616259253
90130,2,B,[0.17636367 0.3169754  0.23944692 0.18239895 0.08179409 0.00302097],0.31697540447295586
90130,3,B,[0.18404914 0.32886411 0.22617797 0.19280997 0.06382597 0.00427283],0.3288641149256866
90238,1,D,[0.18204341 0.04196527 0.16137007 0.48313604 0.12778629 0.00369892],0.48313604362956947
90238,2,D,[0.26370664 0.05604188 0.18577439 0.37770798 0.11231295 0.00445617],0.37770797992060456
90238,3,D,[0.18355731 0.03122646 0.15854027 0.49818379 0.12578707 0.0027051 ],0.49818379297801596
95509,1,E,[0.17591747 0.24400451 0.23481087 0.18313857 0.15847069 0.00365789],0.15847069269516112
95509,2,E,[0.19112738 0.25352969 0.23144342 0.18002161 0.14058375 0.00329415],0.14058375232036416
95509,3,E,[0.10644664 0.2454313  0.24781876 0.19095534 0.20604856 0.0032994 ],0.20604855856178947
95676,1,A,[0.55030046 0.10123529 0.06796711 0.07645484 0.20077787 0.00326443],0.5503004582619709
95676,2,A,[0.47846476 0.11029809 0.06933042 0.07720466 0.2617051  0.00299698],0.4784647551174607
95676,3,A,[0.69976996 0.0545067  0.03994631 0.05121755 0.15235133 0.00220814],0.6997699641881887
95739,1,D,[0.21728834 0.09018272 0.15017758 0.38476963 0.15175351 0.00582822],0.3847696276253277
95739,2,D,[0.24512107 0.11246354 0.20437728 0.26806686 0.16222361 0.00774765],0.26806685847011213
95739,3,D,[0.13554694 0.0829461  0.1569418  0.48188148 0.13786267 0.00482102],0.48188147776235096
95823,1,C,[0.10628185 0.12881622 0.42377765 0.20477556 0.12937274 0.00697598],0.42377765246994364
95823,2,C,[0.12245393 0.14164716 0.36066288 0.2229775  0.14313032 0.00912821],0.36066288123599954
95823,3,C,[0.08994451 0.10234288 0.58557691 0.14631097 0.06971263 0.00611209],0.5855769082981961
96189,1,D,[0.12596944 0.12924019 0.16331316 0.30655475 0.2717969  0.00312557],0.30655474526273263
96189,2,D,[0.13995877 0.1384223  0.16018608 0.27643816 0.28223357 0.00276112],0.2764381593798681
96189,3,D,[0.09063616 0.12181139 0.16250058 0.38618351 0.2352462  0.00362217],0.3861835060736627
96244,1,E,[0.16946435 0.30774564 0.16606526 0.15859378 0.19546619 0.00266478],0.19546619423742936
96244,2,E,[0.19581408 0.29889089 0.18606089 0.16331499 0.15343787 0.00248127],0.1534378702088561
96244,3,E,[0.1471973  0.38504101 0.16066131 0.1455681  0.15934975 0.00218252],0.1593497517765015
96291,1,C,[0.19585018 0.20932557 0.17828032 0.2883726  0.12274814 0.00542319],0.17828031830060134
96291,2,C,[0.21244342 0.2174606  0.12508179 0.30287132 0.135384   0.00675887],0.12508178742332637
96291,3,C,[0.17655377 0.27418834 0.2188363  0.22384688 0.10152828 0.00504644],0.21883629545000435
96315,1,A,[0.50372627 0.10326044 0.13690734 0.1417172  0.11130948 0.00307928],0.5037262715822872
96315,2,A,[0.44227307 0.11570305 0.15256236 0.1576062  0.12925411 0.00260121],0.44227307071630456
96315,3,A,[0.63193758 0.08067136 0.09349496 0.10966919 0.08207001 0.00215691],0.6319375778099976
96502,1,C,[0.04935995 0.05197002 0.66027281 0.14011812 0.09484213 0.00343696],0.660272811052151
96502,2,C,[0.05810472 0.06350702 0.65088131 0.13536668 0.08851964 0.00362063],0.6508813052939617
96502,3,C,[0.0226347  0.03456173 0.75831895 0.09819301 0.08350966 0.00278195],0.7583189454215701
96516,1,E,[0.1743205  0.20588334 0.14473335 0.33181281 0.13835177 0.00489823],0.13835177182004485
96516,2,E,[0.19496256 0.17829458 0.15849237 0.34803664 0.11390273 0.00631112],0.11390272926797092
96516,3,E,[0.18392106 0.27386558 0.11203103 0.27916306 0.14657738 0.00444189],0.1465773847643542
97262,1,A,[0.76677138 0.08036838 0.07027841 0.0318006  0.04638693 0.00439431],0.766771378194473
97262,2,A,[0.73074581 0.09758789 0.08007505 0.03612905 0.04999061 0.0054716 ],0.7307458080197649
97262,3,A,[0.84315554 0.06430756 0.04317398 0.01409418 0.03272247 0.00254628],0.8431555380225118
97590,1,E,[0.06690456 0.22904472 0.25687498 0.25478882 0.18943494 0.00295198],0.18943493647874698
97590,2,E,[0.0642506  0.2263716  0.27938584 0.26001938 0.16749798 0.00247461],0.16749797780179393
97590,3,E,[0.05802641 0.23970859 0.19196975 0.27653481 0.23119368 0.00256677],0.2311936758083274
97727,1,E,[0.14597474 0.09376065 0.10857842 0.21973956 0.42941651 0.00253012],0.42941650500553363
97727,2,E,[0.21033393 0.13474303 0.12252056 0.19625783 0.33388991 0.00225473],0.33388990979730043
97727,3,E,[0.12471117 0.07383688 0.06854452 0.21452248 0.51676597 0.00161896],0.5167659731437032
97761,1,C,[0.09273703 0.07296528 0.50217243 0.10576215 0.22420541 0.0021577 ],0.5021724310608197
97761,2,C,[0.10569933 0.08105317 0.49416528 0.10159764 0.21546172 0.00202286],0.49416527522550674
97761,3,C,[0.08523109 0.07009176 0.55170682 0.11066311 0.18043722 0.00187   ],0.5517068247373031
97915,1,C,[0.11471909 0.21970484 0.20735513 0.22866283 0.22616848 0.00338962],0.20735512567487385
97915,2,C,[0.1131818  0.2401412  0.18932573 0.20773672 0.24664155 0.002973  ],0.1893257251596104
97915,3,C,[0.10539636 0.19659096 0.17624125 0.31010262 0.20824645 0.00342236],0.1762412455747565
98106,1,E,[0.11584686 0.39428835 0.20917513 0.11434036 0.16402012 0.00232918],0.16402012312897402
98106,2,E,[0.10049426 0.44769003 0.22322137 0.10946789 0.11712892 0.00199755],0.11712891830052731
98106,3,E,[0.11893722 0.40205546 0.20244176 0.08492881 0.18980772 0.00182902],0.18980772285039474
111431,1,E,[0.4048612  0.12630188 0.11494212 0.14689    0.20438842 0.00261639],0.2043884159453284
111431,2,E,[0.40442099 0.14339018 0.14178708 0.13953234 0.16839747 0.00247195],0.16839747288522042
111431,3,E,[0.43603826 0.14054727 0.08039982 0.16322296 0.17749645 0.00229523],0.1774964521202744
111516,1,C,[0.1136092  0.1430438  0.36024693 0.1875476  0.191782   0.00377046],0.36024693124387197
111516,2,C,[0.12703003 0.15150429 0.29932131 0.20336584 0.21551636 0.00326217],0.29932131430223835
111516,3,C,[0.07946226 0.11094489 0.49017096 0.16873562 0.14776087 0.0029254 ],0.49017096425479156
111558,1,D,[0.16969054 0.40541246 0.13857585 0.16871531 0.11502312 0.00258272],0.16871530948463412
111558,2,D,[0.18787454 0.40236481 0.13911791 0.14948276 0.11882796 0.00233202],0.14948275701239705
111558,3,D,[0.15964178 0.43086374 0.09666627 0.20374308 0.10719464 0.00189049],0.20374307715165457
111613,1,A,[0.17162626 0.30648321 0.16369294 0.24891641 0.10574532 0.00353586],0.1716262619036598
111613,2,A,[0.13134894 0.34104989 0.17143443 0.24570474 0.10751965 0.00294235],0.13134893613051873
111613,3,A,[0.2815249  0.22735633 0.12171405 0.2643465  0.10100058 0.00405765],0.28152489663758345
111668,1,B,[0.09637388 0.23164953 0.38574801 0.17168833 0.11000181 0.00453843],0.23164953269061636
111668,2,B,[0.09361145 0.2269033  0.4042704  0.17117325 0.10003984 0.00400175],0.22690329828189776
111668,3,B,[0.07444143 0.23755168 0.37641851 0.19955222 0.1066362  0.00539995],0.2375516812082772
111694,1,A,[0.22858183 0.34194065 0.12128477 0.19761653 0.10795247 0.00262375],0.2285818285872991
111694,2,A,[0.23059056 0.33175644 0.11856278 0.20919191 0.1073011  0.00259721],0.23059056183129203
111694,3,A,[0.20375332 0.38678805 0.11235379 0.18338311 0.11146746 0.00225425],0.2037533237356996
111738,1,B,[0.10765053 0.313961   0.17329372 0.14742128 0.25406608 0.00360739],0.3139609993393285
111738,2,B,[0.11064856 0.2770245  0.16157464 0.14720404 0.30028078 0.0032675 ],0.2770244969157313
111738,3,B,[0.09870534 0.34911136 0.1199004  0.10087762 0.328444   0.00296126],0.34911136499869355
111835,1,C,[0.05209471 0.09474559 0.50175642 0.30153707 0.04656571 0.0033005 ],0.5017564185553663
111835,2,C,[0.06799171 0.13108968 0.38772996 0.3505478  0.0577129  0.00492796],0.3877299593736403
111835,3,C,[0.02757825 0.05320919 0.58880879 0.30083309 0.02740415 0.00216654],0.5888087899616987
111893,1,C,[0.10543602 0.09002702 0.36397425 0.28939622 0.14515942 0.00600706],0.363974254850886
111893,2,C,[0.10950253 0.10241718 0.33555564 0.29134712 0.15343787 0.00773966],0.33555564143327543
111893,3,C,[0.0812298  0.07275587 0.38111145 0.35880976 0.10067781 0.00541532],0.3811114469713659
111914,1,B,[0.16041667 0.325      0.12708333 0.24791667 0.1375     0.00208333],0.325
111914,2,B,[0.1686747  0.26807229 0.11746988 0.27409639 0.17168675 0.        ],0.2680722891566265
111914,3,B,[0.07142857 0.42857143 0.11904762 0.26190476 0.11904762 0.        ],0.42857142857142855
111918,1,D,[0.07908419 0.1151052  0.06538124 0.66853166 0.06853743 0.00336028],0.6685316588260033
111918,2,D,[0.1245655  0.16905894 0.08360915 0.54029147 0.07751275 0.00496218],0.5402914733533124
111918,3,D,[0.04242807 0.08336665 0.03395535 0.80505655 0.03304618 0.0021472 ],0.8050565492694376
111926,1,B,[0.08382323 0.47746247 0.06416509 0.03321768 0.33828486 0.00304666],0.47746247427799543
111926,2,B,[0.10616574 0.40657045 0.10571399 0.03994824 0.33804491 0.00355667],0.4065704451234707
111926,3,B,[0.08202903 0.53319637 0.04576637 0.02972534 0.30702352 0.00225937],0.5331963706599312
111929,1,A,[0.2760576  0.19986366 0.27233448 0.13547974 0.11366601 0.0025985 ],0.27605760045784117
111929,2,A,[0.25266884 0.20288078 0.29354456 0.12341073 0.12444748 0.00304762],0.25266883522715916
111929,3,A,[0.33514527 0.17866456 0.23240277 0.16766485 0.08408859 0.00203395],0.3351452709452986
111954,1,D,[0.14657229 0.09280857 0.19734616 0.38224161 0.17612472 0.00490664],0.3822416122068533
111954,2,D,[0.18116231 0.1037924  0.22705388 0.3370015  0.14527445 0.00571546],0.33700149649330174
111954,3,D,[0.12461383 0.08965249 0.23550749 0.40103081 0.14404648 0.00514891],0.40103080635493144
111961,1,C,[0.09294954 0.13901244 0.56818698 0.16449564 0.03255491 0.00280049],0.5681869826668406
111961,2,C,[0.11296192 0.15740231 0.49879734 0.18902723 0.0383105  0.0035007 ],0.49879734175882606
111961,3,C,[0.06908759 0.14326774 0.62933495 0.13532151 0.02092352 0.00206469],0.6293349454625564
111964,1,D,[0.09922066 0.1143856  0.0686646  0.52713803 0.18507114 0.00551997],0.5271380298522537
111964,2,D,[0.11111763 0.12178497 0.07149187 0.46412747 0.22446467 0.0070134 ],0.4641274697802967
111964,3,D,[0.05637671 0.08262845 0.03680061 0.68068058 0.13914861 0.00436504],0.6806805781122718
111984,1,A,[0.35871413 0.10418727 0.06971031 0.14464183 0.31733905 0.00540741],0.3587141312169401
111984,2,A,[0.28161525 0.13357036 0.07850793 0.16027137 0.33888444 0.00715065],0.2816152533044784
111984,3,A,[0.35708321 0.08053303 0.06349296 0.16052299 0.3337876  0.00458022],0.3570832073857378
112145,1,B,[0.22786435 0.30787188 0.12729184 0.15015444 0.1795417  0.0072758 ],0.3078718802206727
112145,2,B,[0.23399132 0.29069549 0.12489523 0.15644552 0.18435651 0.00961594],0.2906954895985054
112145,3,B,[0.22433359 0.32796242 0.10481231 0.17266519 0.16242373 0.00780277],0.3279624155297228
117651,1,E,[0.10505309 0.11478747 0.17742607 0.33719917 0.26222032 0.00331388],0.2622203192263831
117651,2,E,[0.1081926  0.12111735 0.18823167 0.33104351 0.24859379 0.00282108],0.2485937893529099
117651,3,E,[0.09016482 0.07611163 0.13104356 0.36779601 0.33194321 0.00294077],0.33194321343122235
117742,1,B,[0.13461182 0.35166136 0.18190139 0.1641916  0.16344151 0.00419232],0.3516613574485455
117742,2,B,[0.14831674 0.33472544 0.18499616 0.16885055 0.15965305 0.00345806],0.3347254407859055
117742,3,B,[0.12249791 0.38687003 0.15529723 0.14732539 0.18368027 0.00432918],0.38687002720468067
117820,1,C,[0.13122956 0.25994058 0.26298093 0.1798794  0.15989303 0.00607649],0.2629809331038517
117820,2,C,[0.13305598 0.26992981 0.25353635 0.16553508 0.17246586 0.00547693],0.25353634826317495
117820,3,C,[0.12931189 0.2657759  0.28363569 0.1855349  0.1288969  0.00684472],0.2836356929508625
117854,1,C,[0.09099803 0.15243312 0.26459684 0.26937409 0.22014143 0.00245648],0.26459684308419984
117854,2,C,[0.11226365 0.16574963 0.22364513 0.28643788 0.2093758  0.00252791],0.22364512720193064
117854,3,C,[0.08011804 0.13532151 0.26759467 0.27243105 0.24230097 0.00223376],0.26759466562834616
117877,1,B,[0.19519688 0.34251716 0.21249321 0.16999668 0.0762739  0.00352218],0.34251715852329395
117877,2,B,[0.19580609 0.288001   0.23701762 0.19252126 0.08344782 0.0032062 ],0.2880010021041522
117877,3,B,[0.15953931 0.4339582  0.18577569 0.15655243 0.06107989 0.00309447],0.43395820418368025
117886,1,D,[0.16493749 0.16443357 0.33253029 0.19661501 0.13684106 0.00464259],0.19661500523908315
117886,2,D,[0.18103171 0.16179185 0.33033857 0.18411931 0.13878743 0.00393113],0.18411931435820691
117886,3,D,[0.13600803 0.16173208 0.3668687  0.21134604 0.11928048 0.00476466],0.2113460425130772
117973,1,A,[0.23328543 0.25273842 0.25318132 0.15317375 0.10395688 0.0036642 ],0.23328543114077352
117973,2,A,[0.22848374 0.24063026 0.25945303 0.15853234 0.10952385 0.00337677],0.22848374445811084
117973,3,A,[0.23580464 0.30490248 0.24524687 0.13558792 0.07490253 0.00355556],0.23580463862859719
118066,1,C,[0.11396163 0.30324718 0.48196514 0.04129302 0.05532914 0.00420389],0.4819651401086531
118066,2,C,[0.14247602 0.28582356 0.43006392 0.05008922 0.08576519 0.00578209],0.4300639241172622
118066,3,C,[0.08087116 0.29504526 0.56733799 0.02552424 0.02824983 0.00297151],0.5673379886980178
118110,1,C,[0.18732457 0.17363037 0.3289271  0.17389758 0.13086556 0.00535481],0.32892710310263135
118110,2,C,[0.21981794 0.16502203 0.32174073 0.16607078 0.12044839 0.00690013],0.32174072953715316
118110,3,C,[0.16872025 0.15502569 0.34453627 0.19482343 0.13306214 0.00383222],0.3445362652225814
118120,1,A,[0.22262    0.27535274 0.12035373 0.13137474 0.24617273 0.00412604],0.22262000446058483
118120,2,A,[0.20517016 0.24029045 0.1325949  0.15095393 0.26596137 0.00502918],0.20517016448100467
118120,3,A,[0.25635929 0.31961657 0.08271555 0.09207068 0.24515465 0.00408326],0.2563592862229554
118230,1,E,[0.05147271 0.1092745  0.04626721 0.09972501 0.68717425 0.00608632],0.6871742539798483
118230,2,E,[0.0688255  0.13062254 0.06172966 0.10136321 0.62990036 0.00755873],0.6299003594793263
118230,3,E,[0.03196928 0.07870128 0.02970001 0.07742949 0.77880851 0.00339144],0.7788085085159971
118252,1,D,[0.16716652 0.08153479 0.25913378 0.34265366 0.14323802 0.00627323],0.3426536618901326
118252,2,D,[0.17917129 0.10381247 0.26555473 0.28498478 0.15831446 0.00816226],0.284984779991035
118252,3,D,[0.12274008 0.06094611 0.30722426 0.39121219 0.11321413 0.00466323],0.3912121892222139
119767,1,D,[0.04996591 0.05046878 0.04556635 0.79064498 0.06035992 0.00299406],0.7906449753195
119767,2,D,[0.06576975 0.05917079 0.05521301 0.74310287 0.07324688 0.0034967 ],0.7431028715880819
119767,3,D,[0.02515024 0.03346022 0.02618515 0.86042616 0.05231906 0.00245918],0.8604261554304333
120124,1,C,[0.07938789 0.08211369 0.72022875 0.05095587 0.06461851 0.00269529],0.720228752256593
120124,2,C,[0.10824457 0.10305948 0.61152873 0.06697041 0.10687867 0.00331814],0.6115287285403793
120124,3,C,[0.05052078 0.07058872 0.80051438 0.03593477 0.04019223 0.00224913],0.8005143785190612
120368,1,B,[0.12917286 0.07071395 0.3451125  0.25117616 0.20093567 0.00288886],0.07071394606058821
120368,2,B,[0.14208691 0.06527802 0.36986838 0.26544167 0.15396024 0.00336478],0.06527802393589732
120368,3,B,[0.11035059 0.08294097 0.33093392 0.20123266 0.2720007  0.00254115],0.08294097455260853
120622,1,B,[0.09700194 0.43813884 0.15068887 0.21687595 0.09341138 0.00388302],0.43813884201534276
120622,2,B,[0.12337475 0.35874529 0.20596172 0.2255987  0.08142629 0.00489325],0.3587452909766651
120622,3,B,[0.06958455 0.56280388 0.13339515 0.13649987 0.09369989 0.00401666],0.5628038752580858
120626,1,B,[0.24755194 0.40614046 0.11505153 0.14291651 0.08409675 0.00424282],0.40614045792532305
120626,2,B,[0.25275412 0.36065355 0.12451677 0.15020102 0.1066508  0.00522373],0.36065355313883807
120626,3,B,[0.27486462 0.43697582 0.09637937 0.13764236 0.04931169 0.00482614],0.4369758231849457
125654,1,E,[0.0689497  0.10523719 0.13016807 0.1880368  0.50137394 0.0062343 ],0.5013739442931867
125654,2,E,[0.09453893 0.12560416 0.15192539 0.1968002  0.42319178 0.00793954],0.4231917816798837
125654,3,E,[0.04681664 0.10796313 0.12140665 0.196094   0.52147428 0.00624529],0.5214742785124009
125706,1,E,[0.12318894 0.10465437 0.10876358 0.39192234 0.26598552 0.00548526],0.26598551572356155
125706,2,E,[0.18357295 0.13474703 0.13150352 0.28378737 0.25900928 0.00737986],0.2590092761263344
125706,3,E,[0.12963978 0.08656314 0.08109659 0.3491421  0.34922408 0.00433431],0.34922407742318906
125944,1,D,[0.15843598 0.07180174 0.111219   0.57982343 0.07199005 0.0067298 ],0.5798234281698557
125944,2,D,[0.16274198 0.08052813 0.13469373 0.51955369 0.09369141 0.00879107],0.5195536905283834
125944,3,D,[0.1217704  0.0513815  0.08833068 0.67443016 0.0582006  0.00588666],0.674430161844795
126560,1,C,[0.14198231 0.11384591 0.41839655 0.19469716 0.12876993 0.00230814],0.418396545992417
126560,2,C,[0.15495035 0.11945295 0.35208236 0.21568426 0.15562064 0.00220943],0.3520823644327651
126560,3,C,[0.09342323 0.09640499 0.50284087 0.19433159 0.11121642 0.00178291],0.5028408654264884
140190,1,C,[0.06579152 0.07202898 0.61519881 0.06680567 0.17539251 0.0047825 ],0.6151988116328686
140190,2,C,[0.08062674 0.09081436 0.54265539 0.08476042 0.19483064 0.00631246],0.5426553894413936
140190,3,C,[0.0376357  0.04131935 0.70142479 0.04421401 0.17145609 0.00395006],0.7014247875114634
140378,1,A,[0.48343692 0.08196956 0.18884159 0.16622727 0.07279485 0.0067298 ],0.4834369227014312
140378,2,A,[0.41364248 0.09633259 0.20500892 0.18867143 0.08736962 0.00897496],0.4136424753571662
140378,3,A,[0.5835071  0.05513175 0.16200362 0.13151491 0.06145901 0.00638362],0.5835070983210972
140429,1,B,[0.16430627 0.46441737 0.09381536 0.09723444 0.1751274  0.00509916],0.4644173676658096
140429,2,B,[0.18324247 0.40374936 0.08841304 0.11623076 0.20155619 0.00680818],0.4037493620247834
140429,3,B,[0.15896038 0.57204629 0.06586504 0.0671766  0.13171984 0.00423184],0.5720462940667155
140441,1,D,[0.13085715 0.07027736 0.31438391 0.43594642 0.04337393 0.00516123],0.4359464224847141
140441,2,D,[0.16420916 0.08659273 0.28401124 0.40335358 0.05492384 0.00690945],0.40335358418807576
140441,3,D,[0.11388054 0.04714966 0.35107871 0.45457945 0.02854698 0.00476466],0.4545794545743313
140506,1,D,[0.27785761 0.1018644  0.20943498 0.3430863  0.06184327 0.00591343],0.3430863039004869
140506,2,D,[0.24139383 0.13973889 0.23827691 0.29228793 0.0802323  0.00807014],0.29228792904249745
140506,3,D,[0.28033629 0.0966509  0.17370009 0.39994467 0.04357872 0.00578932],0.3999446684461568
140527,1,A,[0.63893914 0.21297828 0.05095065 0.05029325 0.04114766 0.00569102],0.6389391367864738
140527,2,A,[0.55406399 0.24502896 0.06630885 0.06768583 0.05952064 0.00739174],0.5540639914217158
140527,3,A,[0.66699085 0.2421386  0.03503653 0.03199421 0.02024887 0.00359093],0.6669908481085259
140550,1,A,[0.60993448 0.08171076 0.08312468 0.1431206  0.07713971 0.00496976],0.6099344799000156
140550,2,A,[0.4965626  0.10628034 0.09831948 0.2056459  0.0862849  0.00690679],0.49656259619600196
140550,3,A,[0.73443416 0.0526572  0.05073084 0.09863362 0.05987591 0.00366828],0.7344341580125726
140567,1,A,[0.64168475 0.06306529 0.07075644 0.09033235 0.12891486 0.00524631],0.6416847487485767
140567,2,A,[0.60102775 0.0685501  0.07953663 0.10099699 0.14298605 0.00690247],0.601027753444644
140567,3,A,[0.74716341 0.03960001 0.04585921 0.07446198 0.08979826 0.00311713],0.7471634123837311
140568,1,A,[0.46345161 0.21223968 0.08385163 0.06382108 0.16991672 0.00671928],0.46345160896661713
140568,2,A,[0.40496068 0.20847098 0.10245182 0.07478202 0.20027824 0.00905625],0.40496068207046443
140568,3,A,[0.50570991 0.23332497 0.06151537 0.04077628 0.15249991 0.00617357],0.5057099089591007
140572,1,B,[0.22908575 0.44277827 0.16653657 0.06436813 0.09257712 0.00465416],0.442778271060483
140572,2,B,[0.2497025  0.37266015 0.18330644 0.07518047 0.11291528 0.00623517],0.3726601467709459
140572,3,B,[0.16756751 0.64355208 0.08354552 0.03718485 0.06451762 0.00363241],0.643552080825055
140585,1,C,[0.21866439 0.29033252 0.26212353 0.17189874 0.05199422 0.0049866 ],0.26212353295151847
140585,2,C,[0.26813082 0.25843626 0.19716532 0.19784761 0.07179437 0.00662561],0.19716532453116317
140585,3,C,[0.2030002  0.24777265 0.36403039 0.15290465 0.02838816 0.00390395],0.3640303913682776
140626,1,E,[0.07809878 0.06246006 0.11021939 0.11509902 0.63002033 0.00410243],0.6300203266278825
140626,2,E,[0.10556742 0.09117709 0.12951791 0.13783629 0.53029133 0.00560996],0.5302913266877539
140626,3,E,[0.0523387  0.06181087 0.06063088 0.09876456 0.72388868 0.00256632],0.7238886811188631
140631,1,B,[0.06608819 0.33514983 0.13671798 0.2832787  0.17238793 0.00637737],0.3351498293615893
140631,2,B,[0.07597202 0.31665292 0.14664835 0.25812844 0.1939378  0.00866047],0.3166529188282311
140631,3,B,[0.03813266 0.35188307 0.11914728 0.32717855 0.15751561 0.00614283],0.35188306598287794
140639,1,B,[0.08455544 0.52598185 0.27723902 0.05330714 0.05422767 0.00468887],0.5259818546775124
140639,2,B,[0.10463993 0.44197191 0.31801349 0.06852287 0.06061398 0.00623783],0.4419719064365203
140639,3,B,[0.05887687 0.67169432 0.21491698 0.0210055  0.03046822 0.00303811],0.6716943239047682
140643,1,B,[0.11196489 0.35530557 0.16473971 0.12735706 0.23436586 0.00626691],0.35530557110214317
140643,2,B,[0.12632775 0.28661645 0.2093265  0.12794018 0.24160038 0.00818874],0.2866164459683298
140643,3,B,[0.07201299 0.3975316  0.17272667 0.12734455 0.22554268 0.00484151],0.3975315979035489
140682,1,E,[0.13529143 0.11561226 0.36534189 0.07697455 0.30066551 0.00611437],0.30066551084216686
140682,2,E,[0.17282699 0.16767654 0.35328569 0.08618362 0.21186108 0.00816608],0.21186107531638906
140682,3,E,[0.11019689 0.09187087 0.46343763 0.04934243 0.27949095 0.00566124],0.2794909497046422
140721,1,E,[0.04134773 0.42173567 0.05320194 0.07717338 0.40159045 0.00495083],0.4015904509819599
140721,2,E,[0.04924036 0.43439882 0.06073657 0.08808655 0.3609787  0.00655898],0.3609787039541804
140721,3,E,[0.01933018 0.42013044 0.02805515 0.04857905 0.48018567 0.00371951],0.4801856681028962
140731,1,D,[0.0522885  0.08146113 0.0821002  0.66691542 0.11382499 0.00340976],0.6669154239112061
140731,2,D,[0.08177094 0.11209649 0.0927073  0.55042851 0.15854058 0.00445619],0.5504285078734961
140731,3,D,[0.02203294 0.06407413 0.05135215 0.81229124 0.04845054 0.001799  ],0.8122912448576919
140767,1,B,[0.03092492 0.73147411 0.03948437 0.16334693 0.03115169 0.00361797],0.7314741134415496
140767,2,B,[0.04512166 0.67466646 0.04404367 0.19392609 0.03752438 0.00471774],0.6746664580756501
140767,3,B,[0.01911842 0.87531434 0.02028552 0.07092194 0.01244471 0.00191507],0.8753143417200779
140827,1,B,[0.17641297 0.47407285 0.056661   0.15266457 0.13648969 0.00369892],0.4740728506082807
140827,2,B,[0.23931766 0.42366085 0.06483827 0.14892707 0.11898388 0.00427227],0.42366085170857426
140827,3,B,[0.14430777 0.50906054 0.04918873 0.18060117 0.11285075 0.00399104],0.5090605419418301
140898,1,C,[0.36715347 0.19335794 0.19389131 0.06609766 0.17523471 0.00426491],0.19389131322142594
140898,2,C,[0.33981458 0.23043998 0.16490343 0.07547896 0.18422592 0.00513712],0.16490343420559925
140898,3,C,[0.40204522 0.18559125 0.22322696 0.04868664 0.13632568 0.00412425],0.2232269567133057
140914,1,C,[0.33329406 0.15555448 0.26751621 0.105011   0.1328823  0.00574195],0.26751621170103984
140914,2,C,[0.35461961 0.13095716 0.26145724 0.12067093 0.12515508 0.00713999],0.2614572353385633
140914,3,C,[0.28438369 0.15246405 0.33071875 0.11441848 0.11258947 0.00542557],0.3307187466378396
141030,1,E,[0.05995068 0.12621982 0.08252924 0.12533402 0.60139099 0.00457526],0.6013909870937606
141030,2,E,[0.07192496 0.1582605  0.11772192 0.13933112 0.50702872 0.00573278],0.5070287212111602
141030,3,E,[0.02861359 0.07008151 0.05937895 0.07163387 0.76701317 0.00327891],0.7670131719837899
141048,1,B,[0.04388206 0.82102219 0.06113947 0.03776138 0.03162702 0.00456789],0.8210221893055374
141048,2,B,[0.05491451 0.78449697 0.06608024 0.04956818 0.03929927 0.00564083],0.7844969690347152
141048,3,B,[0.02913104 0.87287576 0.048743   0.02791682 0.01853607 0.00279732],0.8728757550451618
141072,1,B,[0.10629868 0.46294664 0.03312615 0.1643189  0.22848294 0.00482669],0.46294663709775835
141072,2,B,[0.13063867 0.33613798 0.04437376 0.20201194 0.2805865  0.00625116],0.3361379812132123
141072,3,B,[0.06509143 0.56890059 0.02014478 0.13904102 0.20345105 0.00337113],0.568900592764887
141148,1,D,[0.10601674 0.09069295 0.14463131 0.52643423 0.1280798  0.00414498],0.5264342253100317
141148,2,D,[0.14454953 0.11301123 0.20669331 0.3583202  0.17183554 0.0055902 ],0.3583201962631643
141148,3,D,[0.08124516 0.06468156 0.18352144 0.54511827 0.12226736 0.00316619],0.5451182711963399
141203,1,C,[0.04249128 0.1784276  0.71754083 0.03508082 0.0233297  0.00312977],0.7175408290796467
141203,2,C,[0.05861376 0.25158011 0.60838916 0.04653255 0.03114652 0.0037379 ],0.6083891575528937
141203,3,C,[0.02273205 0.16020022 0.78128154 0.02064174 0.01294144 0.00220302],0.7812815402665136
141210,1,C,[0.16875    0.15       0.43958333 0.0875     0.15       0.00416667],0.4395833333333333
141210,2,C,[0.18373494 0.15361446 0.37048193 0.13253012 0.15963855 0.        ],0.3704819277108434
141210,3,C,[0.30952381 0.14285714 0.38095238 0.0952381  0.07142857 0.        ],0.38095238095238093
141261,1,E,[0.1613848  0.08652903 0.15255831 0.08969037 0.50595972 0.00387776],0.5059597200772606
